Year,Year_Num,Month_num,Month_Sin,Month_Cos,log_rate,Origin_U.S. West Coast (Los Angeles)
2020,2020,10,-0.8660254037844386,0.5000000000000001,6.734591659972948,True
2020,2020,11,-0.5000000000000004,0.8660254037844384,7.490529402060711,False
2020,2020,11,-0.5000000000000004,0.8660254037844384,6.7464121285733745,True
2020,2020,12,-2.4492935982947064e-16,1.0,6.7580945044277305,True
2021,2021,1,0.49999999999999994,0.8660254037844387,6.836259277277067,True
2021,2021,1,0.49999999999999994,0.8660254037844387,7.5126175446745105,False
2021,2021,2,0.8660254037844386,0.5000000000000001,7.640603826393634,False
2021,2021,2,0.8660254037844386,0.5000000000000001,6.78105762593618,True
2021,2021,3,1.0,6.123233995736766e-17,6.68586094706836,True
2021,2021,3,1.0,6.123233995736766e-17,7.534228326274089,False
2021,2021,4,0.8660254037844387,-0.4999999999999998,7.340186835320115,True
2021,2021,5,0.49999999999999994,-0.8660254037844387,7.630946580890459,False
2021,2021,5,0.49999999999999994,-0.8660254037844387,7.208600337960199,True
2021,2021,6,1.2246467991473532e-16,-1.0,7.327123292259293,True
2021,2021,7,-0.4999999999999997,-0.8660254037844388,7.384610383176974,True
2021,2021,7,-0.4999999999999997,-0.8660254037844388,7.687538766201629,False
2021,2021,8,-0.8660254037844384,-0.5000000000000004,7.396948602621014,True
2021,2021,9,-1.0,-1.8369701987210297e-16,7.601402334583733,False
2021,2021,9,-1.0,-1.8369701987210297e-16,7.444833273892193,True
2021,2021,10,-0.8660254037844386,0.5000000000000001,7.444833273892193,True
2021,2021,11,-0.5000000000000004,0.8660254037844384,7.7102051944325325,False
2021,2021,11,-0.5000000000000004,0.8660254037844384,7.340186835320115,True
2021,2021,12,-2.4492935982947064e-16,1.0,7.396948602621014,True
2022,2022,1,0.49999999999999994,0.8660254037844387,7.333676395657684,True
2022,2022,1,0.49999999999999994,0.8660254037844387,7.787796878181171,False
2022,2022,2,0.8660254037844386,0.5000000000000001,7.421177528595393,True
2022,2022,3,1.0,6.123233995736766e-17,7.852050207265889,False
2022,2022,3,1.0,6.123233995736766e-17,7.327123292259293,True
2022,2022,4,0.8660254037844387,-0.4999999999999998,7.346655163176539,True
2022,2022,5,0.49999999999999994,-0.8660254037844387,7.8083230503910555,False
2022,2022,5,0.49999999999999994,-0.8660254037844387,7.353081920515432,True
2022,2022,6,1.2246467991473532e-16,-1.0,7.359467638255621,True
2022,2022,7,-0.4999999999999997,-0.8660254037844388,7.403061091090091,True
2022,2022,7,-0.4999999999999997,-0.8660254037844388,7.890208213109961,False
